chemin,class,classe_LOC,classe_CLOC,classe_DC,classe_WMC,classe_BC
E:\Downloads\jfree\chart\urls\,StandardXYURLGenerator,1113,47,0.042228212039532795,2.0,0.021114106019766397

E:\Downloads\jfree\chart\urls\,StandardXYZURLGenerator,1033,12,0.011616650532429816,1.0,0.011616650532429816

E:\Downloads\jfree\chart\urls\,TimeSeriesURLGenerator,1169,66,0.05645851154833191,1.875,0.03011120615911035

E:\Downloads\jfree\chart\urls\,XYURLGenerator,1030,6,0.005825242718446602,NaN,NaN

E:\Downloads\jfree\chart\urls\,XYZURLGenerator,1031,6,0.005819592628516004,NaN,NaN

E:\Downloads\jfree\chart\ui\,Align,1108,33,0.029783393501805054,4.0,0.0074458483754512635

E:\Downloads\jfree\chart\ui\,ApplicationFrame,1110,52,0.04684684684684685,1.125,0.04164164164164164

E:\Downloads\jfree\chart\ui\,Drawable,1035,4,0.003864734299516908,NaN,NaN

E:\Downloads\jfree\chart\ui\,FontChooserPanel,1185,42,0.035443037974683546,2.5,0.014177215189873419

E:\Downloads\jfree\chart\ui\,FontDisplayField,1101,30,0.027247956403269755,1.25,0.021798365122615803

E:\Downloads\jfree\chart\ui\,GradientPaintTransformer,1053,4,0.003798670465337132,NaN,NaN

E:\Downloads\jfree\chart\ui\,GradientPaintTransformType,1056,3,0.002840909090909091,NaN,NaN

E:\Downloads\jfree\chart\ui\,HorizontalAlignment,1056,4,0.003787878787878788,NaN,NaN

E:\Downloads\jfree\chart\ui\,Layer,1054,3,0.0028462998102466793,NaN,NaN

E:\Downloads\jfree\chart\ui\,LCBLayout,1255,62,0.04940239043824701,3.5,0.014114968696642003

E:\Downloads\jfree\chart\ui\,LengthAdjustmentType,1062,4,0.003766478342749529,NaN,NaN

E:\Downloads\jfree\chart\ui\,NumberCellRenderer,1104,21,0.019021739130434784,2.0,0.009510869565217392

E:\Downloads\jfree\chart\ui\,PaintSample,1131,30,0.026525198938992044,1.0,0.026525198938992044

E:\Downloads\jfree\chart\ui\,RectangleAnchor,1163,30,0.025795356835769563,10.0,0.0025795356835769563

